model_year,milage,accident,clean_title,price,turbo,is_luxury,is_upper_class,engine_score
2012,131000.0,0,1,3999.0,0,0,0,0.64
2010,120321.0,0,1,9888.0,0,0,0,1.21
2011,85000.0,1,1,29000.0,0,0,0,0.981
2020,22000.0,0,1,71400.0,0,0,0,2.083
2007,174000.0,1,1,8300.0,0,0,0,-0.036
2013,117000.0,1,1,21800.0,0,0,0,0.633
2018,39250.0,0,1,30900.0,0,0,0,0.131
2012,48619.0,0,1,51999.0,0,0,0,0.94
2021,12700.0,0,1,45000.0,0,0,0,1.021
2010,65000.0,0,1,31999.0,0,0,0,0.64
2017,67296.0,1,1,18800.0,0,0,0,-0.883
2021,88949.0,0,1,39900.0,0,0,0,1.021
2023,4786.0,0,1,57480.0,0,0,0,0.195
2016,105760.0,0,1,14900.0,0,0,0,-0.202
2008,77400.0,1,1,10000.0,0,0,0,0.812
2020,50361.0,0,1,109499.0,0,0,0,0.057
2019,14000.0,0,1,40000.0,0,0,0,-0.036
2016,89500.0,0,1,22000.0,0,0,0,2.545
2018,41500.0,0,1,37000.0,0,0,0,-0.121
2017,44741.0,0,1,39799.0,0,0,0,-0.048
2007,112630.0,1,1,9000.0,0,0,0,-0.129
2015,70000.0,0,1,19800.0,0,0,0,-0.107
2023,9000.0,0,1,84995.0,0,0,0,1.188
2002,106385.0,1,1,25500.0,0,0,0,-0.229
2023,3500.0,0,1,64990.0,0,0,0,1.105
2015,28000.0,0,1,13900.0,0,0,0,0.167
2018,52000.0,1,1,38000.0,0,0,0,-0.795
2020,76009.0,0,1,39500.0,0,0,0,-0.067
2012,164500.0,0,1,16500.0,0,0,0,-0.119
2020,44454.0,0,1,55000.0,0,0,0,-0.679
2016,66500.0,1,1,24000.0,0,0,0,-0.774
2019,28470.0,0,1,69995.0,0,0,0,0.057
2019,56000.0,0,1,62900.0,0,0,0,1.176
2004,47400.0,0,1,28900.0,0,0,0,0.574
2011,168600.0,1,1,4000.0,0,0,0,-0.8
2019,53850.0,0,1,35000.0,0,0,0,0.717
2001,170000.0,0,1,35000.0,0,0,0,0.414
2016,93400.0,1,1,43500.0,0,0,0,-0.036
2019,40000.0,0,1,29000.0,0,0,0,-0.65
2019,16000.0,1,1,39990.0,0,0,0,0.717
2019,23230.0,0,1,93500.0,0,0,0,0.352
2017,75151.0,0,1,45900.0,0,0,0,1.105
2020,36757.0,0,1,20499.0,1,0,0,-0.746
2016,57785.0,0,1,28500.0,0,0,0,-0.031
2015,74864.0,0,1,19780.0,0,0,0,-0.06
2018,41000.0,0,1,40000.0,0,0,0,0.757
2021,47466.0,0,1,21999.0,0,0,0,-0.095
2020,41000.0,0,1,28500.0,0,0,0,-0.019
2005,125559.0,0,1,48295.0,0,0,0,-0.25
2020,27981.0,0,1,57300.0,0,0,0,0.717
2014,11563.0,0,1,37900.0,0,0,0,-0.067
2015,155000.0,0,1,35470.0,0,0,0,0.717
2011,120000.0,0,1,6750.0,0,0,0,-0.014
2009,41500.0,0,1,13000.0,0,0,0,-0.131
2018,70000.0,1,1,22500.0,0,0,0,-0.976
2007,149460.0,1,1,8995.0,0,0,0,-0.179
2023,17500.0,0,1,40500.0,0,0,0,0.262
2020,12500.0,0,1,86999.0,0,0,0,0.167
2013,95000.0,0,1,18500.0,0,0,0,0.107
2018,6090.0,0,1,66900.0,0,0,0,-0.007
2004,141485.0,0,1,6250.0,0,0,0,0.443
2017,14361.0,0,1,21000.0,0,0,0,0.107
2015,64500.0,0,1,36250.0,0,0,0,0.857
2015,88750.0,1,1,26900.0,0,0,0,-0.807
2023,2235.0,0,1,85500.0,0,0,0,-0.64
2013,152000.0,0,1,14000.0,0,0,0,0.633
2007,160401.0,0,1,2500.0,0,0,0,0.633
2006,89987.0,0,1,9499.0,0,0,0,-0.945
2018,5400.0,0,1,44000.0,0,0,0,0.164
2016,119000.0,1,1,27750.0,0,0,0,0.845
2015,41059.0,0,1,12900.0,0,0,0,-0.274
2012,110000.0,1,1,16000.0,0,0,0,-0.8
2019,63150.0,0,1,25990.0,0,0,0,-0.755
2012,209500.0,1,1,28000.0,0,0,0,-1.117
2010,16000.0,0,1,75000.0,0,0,0,0.729
2023,12500.0,0,1,30990.0,0,0,0,0.057
2012,69764.0,0,1,6500.0,0,0,0,0.84
2014,108000.0,1,1,28000.0,0,0,0,-0.107
2016,162000.0,0,1,6999.0,0,0,0,-0.043
2017,50000.0,0,1,30000.0,0,0,0,0.029
2021,37366.0,0,1,35345.0,1,0,0,-0.091
2015,92861.0,0,1,17000.0,0,0,0,0.717
2014,71000.0,1,1,2990.0,0,0,0,-0.707
2008,186000.0,1,1,9900.0,0,0,0,-0.124
2019,37248.0,1,1,44900.0,0,0,0,-0.036
2015,122600.0,1,1,13000.0,0,0,0,-0.774
2009,7600.0,0,1,74000.0,0,0,0,0.133
2017,100000.0,0,1,10500.0,0,0,0,-1.117
2018,26000.0,0,1,57500.0,0,0,0,1.105
2022,12000.0,0,1,46999.0,0,0,0,-0.548
2017,36812.0,0,1,20500.0,0,0,0,-0.757
2010,50000.0,0,1,24500.0,0,0,0,0.505
2013,96800.0,0,1,20599.0,0,0,0,-0.057
2017,39000.0,1,1,45000.0,0,0,0,-0.036
2013,58600.0,1,1,62900.0,0,0,0,0.569
2014,73000.0,0,1,12500.0,0,0,0,-0.043
2022,16754.0,0,1,73995.0,0,0,0,0.781
2018,53814.0,0,1,52000.0,0,0,0,0.762
2002,160500.0,0,1,6500.0,0,0,0,0.54
2007,149130.0,1,1,3500.0,0,0,0,-0.902
2022,27981.0,0,1,47500.0,0,0,0,-0.067
2013,12700.0,0,1,90788.0,0,0,0,0.24
2018,60000.0,0,1,27700.0,0,0,0,-0.757
2018,66500.0,0,1,35000.0,0,0,0,-0.121
2016,80300.0,0,1,24000.0,0,0,0,-0.843
2019,40000.0,0,1,26500.0,0,0,0,-0.036
2005,130000.0,1,1,8500.0,0,0,0,-0.405
2018,52000.0,1,1,19000.0,0,0,0,-0.845
2016,101000.0,0,1,15500.0,0,0,0,0.821
2018,17900.0,0,1,50000.0,0,0,0,0.017
2015,59300.0,0,1,32000.0,0,0,0,-0.043
2015,13700.0,0,1,50000.0,0,0,0,0.836
2008,28500.0,1,1,15400.0,0,0,0,-0.124
2010,17000.0,0,1,10900.0,0,0,0,1.036
2003,160000.0,1,1,23977.0,0,0,0,-0.995
2012,79500.0,0,1,12500.0,0,0,0,0.845
2017,19800.0,0,1,20000.0,0,0,0,1.245
2011,62743.0,1,1,15400.0,0,0,0,-0.031
2022,115.0,0,1,49000.0,1,0,1,1.137
2019,74579.0,1,1,47449.0,0,0,0,-0.091
2014,76857.0,1,1,34000.0,0,0,0,0.776
2007,116500.0,0,1,15000.0,0,0,0,-0.033
2008,123112.0,1,1,9999.0,0,0,0,-0.002
2022,1750.0,0,1,54490.0,0,0,0,0.352
2021,719.0,0,1,38322.0,1,0,0,-0.144
2005,125500.0,0,1,3550.0,0,0,0,0.324
2009,64529.0,1,1,7850.0,0,0,0,-0.869
2015,94000.0,0,1,15999.0,0,0,0,-0.024
2018,52750.0,1,1,28900.0,0,0,0,-0.06
2016,80300.0,0,1,32999.0,0,0,0,-0.033
2016,132200.0,1,1,30000.0,0,0,0,-0.983
2022,17710.0,0,1,45770.0,0,0,0,0.842
2023,10000.0,0,1,44000.0,0,0,0,1.188
2017,63000.0,0,1,46500.0,0,0,0,1.245
2016,38200.0,0,1,29999.0,0,0,0,-0.067
2023,13500.0,0,1,40000.0,0,0,0,-0.024
2013,94500.0,0,1,10000.0,0,0,0,0.874
2022,67900.0,0,1,41100.0,0,0,0,-0.007
2004,175722.0,1,1,6500.0,0,0,0,-0.229
2011,110000.0,0,1,6000.0,0,0,0,-0.298
2020,46000.0,0,1,60000.0,0,0,0,1.705
2022,9000.0,1,1,54999.0,0,0,0,1.188
2007,47885.0,0,1,9888.0,0,0,0,-0.076
2007,17000.0,0,1,9975.0,0,0,0,0.602
2006,150000.0,0,1,7000.0,0,0,0,0.167
2013,51983.0,0,1,31933.0,0,0,0,-0.576
2007,170000.0,0,1,5990.0,0,0,0,0.633
1974,6217.0,0,1,115000.0,0,0,0,0.161
2014,63990.0,0,1,18500.0,0,0,0,0.471
2019,12985.0,0,1,31999.0,0,0,0,-0.036
2012,91239.0,0,1,13750.0,0,0,0,-0.131
2015,29000.0,0,1,29500.0,0,0,0,-0.707
1997,108130.0,1,1,21990.0,0,0,0,0.94
2019,51984.0,0,1,42900.0,0,0,0,0.85
2011,99200.0,0,1,18500.0,0,0,0,0.981
2007,169500.0,0,1,17999.0,0,0,0,0.94
2022,10500.0,0,1,72000.0,0,0,0,-0.067
2016,102000.0,0,1,15000.0,0,0,0,-0.745
2008,196300.0,0,1,16995.0,0,0,0,0.717
2008,113866.0,0,1,11000.0,0,0,0,-0.902
2018,56675.0,0,1,32000.0,0,0,0,-0.745
2018,54323.0,1,1,49000.0,0,0,0,0.131
2017,74500.0,0,1,20990.0,0,0,0,-0.071
2017,105000.0,1,1,21900.0,0,0,0,-0.014
2003,111000.0,0,1,8500.0,0,0,0,-0.095
2019,19162.0,0,1,44500.0,0,0,0,-0.771
2015,15000.0,0,1,25000.0,0,0,0,1.105
2012,89106.0,0,1,18000.0,0,0,0,-0.974
2000,119500.0,1,1,15900.0,0,0,0,-0.231
2020,41000.0,0,1,69500.0,0,0,0,0.352
2015,162731.0,0,1,14995.0,0,0,0,0.717
2022,4285.0,0,1,24991.0,0,0,0,0.842
2019,125575.0,0,1,11999.0,0,0,0,-0.757
2017,6483.0,0,1,56900.0,0,0,0,1.117
2020,52000.0,0,1,47000.0,0,0,0,0.85
2017,69000.0,1,1,21000.0,0,0,0,-0.131
2013,90189.0,1,1,6500.0,0,0,0,-0.771
2020,22227.0,1,0,25980.0,0,0,0,-0.746
2012,61450.0,0,1,19500.0,0,0,0,-0.052
2023,2350.0,0,1,103500.0,0,0,0,0.419
2015,39000.0,1,1,52500.0,0,0,0,0.255
2018,50000.0,0,1,32000.0,0,0,0,-0.131
2018,80581.0,1,1,28000.0,0,0,0,-0.043
2018,69800.0,0,1,37500.0,0,0,0,0.131
2011,168422.0,0,1,39900.0,0,0,0,0.714
2017,62950.0,1,1,19996.0,0,0,0,-0.774
2013,110000.0,0,1,5000.0,0,0,0,-0.298
2022,24500.0,0,1,85000.0,0,0,0,1.19
2019,74000.0,1,1,32000.0,0,0,0,-0.06
2017,11563.0,0,1,24500.0,0,0,0,-0.845
2005,134000.0,1,1,7500.0,0,0,0,-0.405
2007,121000.0,1,1,9950.0,0,0,0,-0.869
2015,59700.0,0,1,23800.0,0,0,0,-0.036
2009,90601.0,0,1,9500.0,0,0,0,-0.124
2011,94000.0,1,1,8995.0,0,0,0,0.874
2005,130000.0,1,1,6500.0,0,0,0,0.602
2018,90000.0,0,1,27500.0,0,0,0,-0.821
2008,174000.0,1,1,9999.0,0,0,0,-0.124
2008,140000.0,0,1,15000.0,0,0,0,-0.231
2022,17994.0,0,1,47645.0,1,0,0,-0.133
2015,74000.0,0,1,20000.0,0,0,0,0.081
2014,64000.0,0,1,54999.0,0,0,0,0.055
2003,8200.0,0,1,69995.0,0,0,0,1.638
2017,38352.0,0,1,23500.0,0,0,0,-0.49
2014,132600.0,1,1,13000.0,0,0,0,0.676
2021,53000.0,0,1,45000.0,0,0,0,-0.074
2010,77400.0,1,1,47645.0,0,0,0,0.812
2020,14206.0,0,1,55000.0,0,0,0,0.167
2013,68200.0,1,1,21500.0,0,0,0,-0.067
2020,43000.0,0,1,49999.0,0,0,0,0.131
2019,75124.0,0,1,27000.0,0,0,0,0.981
2019,20319.0,1,1,22550.0,0,0,0,-0.548
2015,30700.0,0,1,68495.0,0,0,0,0.419
2022,28000.0,0,1,76000.0,0,0,0,0.967
2018,73091.0,0,1,26000.0,0,0,0,-0.043
2012,134207.0,1,1,5000.0,0,0,0,-0.031
2013,20800.0,1,1,21500.0,0,0,0,-0.295
2017,83280.0,0,0,20599.0,0,0,0,-0.041
2015,49899.0,0,1,82150.0,0,0,0,-0.043
2020,19000.0,0,1,53000.0,0,0,0,1.155
2003,122500.0,0,1,9500.0,0,0,0,-0.319
2022,16800.0,0,1,48000.0,0,0,0,1.105
2018,62285.0,1,1,19950.0,0,0,0,-0.036
2016,110000.0,0,1,19500.0,0,0,0,-0.095
2014,70891.0,0,1,26500.0,0,0,0,-0.771
2015,111000.0,0,1,13000.0,0,0,0,-0.964
2016,8660.0,1,1,15500.0,0,0,0,1.105
2022,16184.0,0,1,64000.0,0,0,0,0.879
2011,110500.0,1,1,18000.0,0,0,0,-0.124
2015,87500.0,0,1,27900.0,0,0,0,-0.036
2021,31500.0,0,1,32500.0,0,0,0,-0.755
2019,46000.0,0,1,39900.0,0,0,0,0.06
2016,116000.0,0,1,9500.0,0,0,0,-1.064
2019,24213.0,0,1,32300.0,0,0,0,0.879
2018,39000.0,0,1,36250.0,0,0,0,-0.738
2021,48842.0,0,1,49427.0,1,0,0,-0.091
2014,90601.0,0,1,10750.0,0,0,0,-0.707
2011,92800.0,0,1,18000.0,0,0,0,0.676
2020,25348.0,0,1,29444.0,1,0,0,-0.091
2022,7738.0,1,1,14699.0,0,0,0,-0.983
2022,15840.0,0,1,43900.0,0,0,0,0.095
2010,227010.0,0,1,21590.0,0,0,0,-0.555
2007,170000.0,1,1,9900.0,0,0,0,1.021
2014,81500.0,0,1,11499.0,0,0,0,0.143
2013,152000.0,0,1,12700.0,0,0,0,-0.131
2011,162000.0,1,1,3995.0,0,0,0,0.574
2006,120000.0,1,1,5500.0,0,0,0,0.469
1999,183000.0,0,1,4200.0,0,0,0,0.319
2008,196000.0,1,1,6500.0,0,0,0,-0.252
2012,145000.0,1,1,12500.0,0,0,0,1.036
2020,19700.0,0,1,36250.0,0,0,0,-0.098
2012,134000.0,0,1,9500.0,0,0,0,-0.843
2017,71290.0,1,1,26800.0,0,0,0,-0.745
2019,18300.0,0,1,35000.0,0,0,0,-0.048
2015,74500.0,0,1,21250.0,0,0,0,1.105
2015,86281.0,0,1,21000.0,0,0,0,-0.031
2019,46168.0,0,1,36000.0,0,0,0,0.495
2003,111300.0,1,1,12000.0,0,0,0,-0.117
2021,29800.0,0,1,38490.0,1,0,0,-0.091
2018,73091.0,0,1,65000.0,0,0,0,0.471
2015,122861.0,1,1,13500.0,0,0,0,-0.298
2014,71097.0,0,1,15000.0,0,0,0,0.045
2018,50000.0,0,1,35000.0,0,0,0,0.717
2013,90000.0,1,1,16000.0,0,0,0,-0.774
2020,94500.0,1,1,56750.0,0,0,0,-0.738
2019,21240.0,0,1,57900.0,0,0,0,0.645
2010,120000.0,0,1,8800.0,0,0,0,-0.179
2008,122200.0,0,1,22500.0,0,0,0,0.814
2017,105674.0,0,1,18700.0,0,0,0,0.131
2018,28000.0,0,1,73500.0,0,0,0,0.943
2008,186117.0,0,1,5000.0,0,0,0,-0.924
2022,16554.0,0,1,41995.0,1,0,0,-0.939
2020,46000.0,0,1,99999.0,0,0,0,0.095
2018,26000.0,0,1,98000.0,0,0,0,0.167
2015,93500.0,1,1,36495.0,0,0,0,1.152
1996,170552.0,1,1,8500.0,0,0,0,-0.236
2017,78717.0,0,1,46900.0,0,0,0,-0.119
2020,23900.0,0,1,43500.0,0,0,0,-0.393
2022,17500.0,0,1,53900.0,0,0,0,-0.067
2021,84351.0,0,1,44791.0,1,0,0,-0.091
2022,8100.0,0,1,57000.0,0,0,0,1.188
2016,20500.0,0,1,63500.0,0,0,0,0.471
2004,160000.0,0,1,4000.0,0,0,0,0.664
2022,5200.0,0,1,75000.0,0,0,0,0.717
2019,48300.0,0,1,49999.0,0,0,0,-0.06
2018,57918.0,0,1,28900.0,0,0,0,-0.036
2020,9000.0,0,1,75900.0,0,0,0,1.15
2007,63500.0,0,1,16500.0,0,0,0,-1.002
2020,18362.0,0,1,60000.0,0,0,0,0.057
2012,120000.0,0,1,22500.0,0,0,0,-0.131
2014,149460.0,1,1,11500.0,0,0,0,0.074
2020,47000.0,0,1,31300.0,0,0,0,0.845
2008,183455.0,1,1,4500.0,0,0,0,-0.883
2017,59715.0,0,1,31000.0,0,0,0,1.105
2021,13613.0,0,0,29798.0,0,0,0,-0.746
2022,15198.0,0,1,19795.0,0,0,0,-0.145
2012,110000.0,0,1,4500.0,0,0,0,-0.869
2020,57500.0,0,1,34000.0,0,0,0,0.633
2020,8800.0,0,1,16500.0,0,0,0,1.188
2007,80000.0,0,1,24000.0,0,0,0,0.748
2012,162671.0,0,1,14500.0,0,0,0,0.938
2021,6581.0,0,1,105000.0,0,0,0,0.852
2022,13250.0,0,1,51999.0,0,0,0,0.717
2018,56600.0,0,1,18000.0,0,0,0,0.161
2018,33500.0,0,1,54500.0,0,0,0,0.017
2013,134000.0,1,1,13500.0,0,0,0,-0.002
2014,88000.0,0,1,15500.0,0,0,0,-0.043
2020,27300.0,0,1,46500.0,0,0,0,0.879
2014,137273.0,1,1,8500.0,0,0,0,-0.774
2019,58000.0,0,1,32999.0,0,0,0,-0.757
2012,118000.0,1,1,12990.0,0,0,0,-1.021
2010,179200.0,0,1,76740.0,0,0,0,-0.229
2016,90000.0,0,1,24995.0,0,0,0,-0.821
2017,69600.0,1,1,36000.0,0,0,0,0.471
2013,39000.0,1,1,16000.0,0,0,0,-0.043
2017,53500.0,0,1,33000.0,0,0,0,0.879
2021,88883.0,0,1,37999.0,1,0,0,-0.091
2014,70891.0,0,1,26500.0,0,0,0,-0.043
2018,7200.0,0,1,55000.0,0,0,0,0.167
2009,90305.0,0,1,17995.0,0,0,0,0.586
2018,58600.0,1,1,36750.0,0,0,0,-0.06
2014,74500.0,0,1,13500.0,0,0,0,-0.745
2019,28000.0,0,1,50000.0,0,0,0,-0.036
2003,102000.0,0,1,26500.0,0,0,0,0.443
2008,85500.0,0,1,11900.0,0,0,0,0.388
2019,1700.0,1,1,47950.0,0,0,0,0.938
2008,29475.0,0,1,29975.0,0,0,0,-0.786
2018,58664.0,0,1,63500.0,0,0,0,1.176
2018,28755.0,0,1,54000.0,0,0,0,0.071
2010,16000.0,0,1,18000.0,0,0,0,0.505
2003,145000.0,0,1,6499.0,0,0,0,-0.845
2009,212000.0,1,1,15990.0,0,0,0,0.776
2021,86000.0,0,1,57500.0,0,0,0,1.152
2010,199000.0,1,1,17000.0,0,0,0,-0.229
2019,28211.0,1,1,51500.0,0,0,0,-0.745
2015,15000.0,0,1,52900.0,0,0,0,0.781
2015,155382.0,1,1,8500.0,0,0,0,-0.821
2011,134207.0,0,1,18200.0,0,0,0,-0.067
2018,49208.0,0,1,38095.0,0,0,0,0.06
2008,120000.0,0,1,8500.0,0,0,0,1.107
2014,91188.0,0,1,61599.0,0,0,0,1.098
2006,185000.0,1,1,6500.0,0,0,0,-0.143
2007,142666.0,0,1,19000.0,0,0,0,0.602
2022,20200.0,0,1,29000.0,0,0,0,-0.145
2005,99000.0,0,1,16900.0,0,0,0,0.345
2016,102000.0,1,1,15000.0,0,0,0,-0.633
2015,110000.0,0,1,12000.0,0,0,0,-0.031
2014,102000.0,0,1,18000.0,0,0,0,0.836
2022,2000.0,0,1,48000.0,0,0,0,-0.145
2012,115000.0,0,1,10000.0,0,0,0,-1.012
2014,110000.0,0,1,7000.0,0,0,0,-0.745
2017,51300.0,0,1,29600.0,0,0,0,-0.771
2017,19800.0,0,1,11000.0,0,0,0,-0.771
2013,150000.0,0,1,4500.0,0,0,0,-0.745
2017,38400.0,0,1,34500.0,0,0,0,-0.65
2018,35902.0,0,1,83999.0,0,0,0,0.017
2017,51983.0,0,1,19999.0,0,0,0,0.85
2007,149460.0,1,1,5700.0,0,0,0,-0.043
2014,126700.0,1,1,19000.0,0,0,0,-0.774
2018,73091.0,0,1,40000.0,0,0,0,0.874
2018,10900.0,0,1,79995.0,0,0,0,0.771
2005,138000.0,0,1,9950.0,0,0,0,-0.49
2021,13700.0,0,1,37995.0,0,0,0,1.188
2013,110000.0,1,1,17000.0,0,0,0,0.738
2014,41550.0,0,1,107900.0,0,0,0,0.24
2014,49650.0,0,1,26500.0,0,0,0,0.055
2018,92000.0,1,1,24000.0,0,0,0,0.143
2011,74850.0,0,1,11900.0,0,0,0,-0.119
2019,40000.0,0,1,34900.0,0,0,0,-0.707
2005,131800.0,1,1,13800.0,0,0,0,-0.898
2009,132000.0,1,1,10795.0,0,0,0,-0.043
2022,13970.0,0,1,69500.0,0,0,0,0.095
2011,90818.0,0,1,4500.0,0,0,0,-0.821
2019,7800.0,0,1,42850.0,0,0,0,-0.098
2020,92000.0,0,1,30000.0,0,0,0,0.645
2023,1500.0,0,1,28000.0,0,0,0,0.879
2019,74500.0,0,1,39650.0,0,0,0,-0.095
2018,7100.0,0,1,64500.0,0,0,0,1.245
2011,129000.0,1,1,13000.0,0,0,0,-0.807
2019,23600.0,0,1,26900.0,0,0,0,0.471
2016,53900.0,0,1,29000.0,0,0,0,-0.85
2018,93500.0,1,1,30000.0,0,0,0,0.471
2016,73000.0,1,1,17700.0,0,0,0,0.831
2013,195361.0,1,1,20995.0,0,0,0,-0.8
2021,51300.0,0,1,43860.0,1,0,0,-0.091
2015,92000.0,0,1,29995.0,0,0,0,0.471
2016,91877.0,0,1,28000.0,0,0,0,-0.052
2007,170000.0,1,1,5500.0,0,0,0,-0.319
2022,19200.0,0,1,9499.0,0,0,0,-0.548
2013,62500.0,0,1,38000.0,0,0,0,0.845
2021,139116.0,0,1,49500.0,0,0,0,0.717
2021,48000.0,0,1,29999.0,0,0,0,0.052
2020,49131.0,1,1,27518.0,1,0,0,-0.746
2015,79000.0,0,1,20900.0,0,0,0,0.161
2017,107818.0,0,1,19190.0,0,0,0,0.879
2007,45000.0,0,1,7900.0,0,0,0,-1.002
2013,87500.0,0,1,16600.0,0,0,0,-0.014
2017,53649.0,0,1,39900.0,0,0,0,0.06
2017,85000.0,0,1,18750.0,0,0,0,0.717
2018,51338.0,0,1,27900.0,0,0,0,0.471
2017,19500.0,0,1,45000.0,0,0,0,0.821
2018,51700.0,0,1,37500.0,0,0,0,1.279
2009,13250.0,0,1,75499.0,0,0,0,0.419
2016,53600.0,0,1,32999.0,0,0,0,0.738
2013,70773.0,0,1,26500.0,0,0,0,0.655
2015,48750.0,1,1,18800.0,0,0,0,-0.774
2018,29500.0,0,1,33000.0,0,0,0,-0.048
2017,49000.0,0,1,25000.0,0,0,0,-0.95
2023,4457.0,0,1,99750.0,1,0,0,-0.133
2014,115000.0,0,1,12499.0,0,0,0,-0.698
2011,120010.0,1,1,12000.0,0,0,0,-0.833
2021,1750.0,0,1,32000.0,0,0,0,1.664
2017,92000.0,0,1,55000.0,0,0,0,0.717
2022,10500.0,0,1,44000.0,0,0,0,0.131
2016,63300.0,0,1,17800.0,0,0,0,-0.036
2012,68860.0,0,1,14000.0,0,0,0,-0.843
2023,3000.0,0,1,66500.0,0,0,0,-0.64
2013,72639.0,0,1,36000.0,0,0,0,0.569
2021,19162.0,0,1,54995.0,1,0,0,-0.746
2017,33850.0,1,1,47995.0,0,0,0,-0.036
2023,9000.0,0,1,72999.0,0,0,0,1.188
2015,84000.0,0,1,19999.0,0,0,0,-0.745
2003,72000.0,1,1,7200.0,0,0,0,-0.312
2022,159.0,0,1,87500.0,0,0,0,-0.145
2008,70000.0,0,1,5200.0,0,0,0,-1.131
2016,89500.0,0,1,24999.0,0,0,0,-0.136
2022,10900.0,0,1,53900.0,0,0,0,-0.014
2005,96474.0,0,1,16700.0,0,0,0,0.029
2015,28470.0,0,1,85500.0,0,0,0,0.419
2011,183000.0,0,1,16000.0,0,0,0,0.845
2014,21300.0,1,1,15995.0,0,0,0,-0.043
2009,96700.0,0,1,16000.0,0,0,0,-0.231
2018,25786.0,0,1,100000.0,0,0,0,1.19
2012,13900.0,0,1,45000.0,0,0,0,1.105
2020,18603.0,0,1,111000.0,0,0,1,2.095
2022,21165.0,0,1,47449.0,0,0,0,0.842
2020,40000.0,0,1,27000.0,0,0,0,0.845
2023,15607.0,0,1,42816.0,1,0,0,-0.258
2017,71964.0,0,1,29975.0,0,0,0,-0.036
2018,66000.0,0,1,33000.0,0,0,0,0.845
2022,26468.0,0,1,48459.0,0,0,0,0.987
2019,81301.0,0,1,30499.0,0,0,0,-0.107
2020,80581.0,0,1,43000.0,0,0,0,-0.095
2015,92000.0,0,1,28000.0,0,0,0,0.471
2014,59980.0,0,1,19500.0,0,0,0,-0.974
2018,69771.0,0,1,29950.0,0,0,0,-0.721
2015,106000.0,0,1,23000.0,0,0,0,-0.202
1998,68000.0,1,1,19000.0,0,0,0,0.271
2022,49600.0,0,1,129000.0,0,0,0,1.036
2011,103000.0,1,1,9995.0,0,0,0,-0.033
2013,110000.0,0,1,8500.0,0,0,0,-0.229
2023,300.0,0,1,68995.0,0,0,0,0.262
2009,22700.0,0,1,27000.0,0,0,0,0.055
2015,96000.0,1,1,28979.0,0,0,0,-0.969
2021,52000.0,1,1,36500.0,0,0,0,0.717
2019,48156.0,0,0,40368.0,0,0,0,-0.133
2008,184000.0,1,1,10500.0,0,0,0,0.602
2009,215000.0,1,1,5750.0,0,0,0,0.74
2012,68364.0,0,1,15900.0,0,0,0,-0.171
2008,89700.0,0,1,12000.0,0,0,0,0.467
2015,105000.0,0,1,25500.0,0,0,0,-0.024
2021,51300.0,0,1,42388.0,0,0,0,1.043
2022,22400.0,0,1,49999.0,0,0,0,0.836
2011,101900.0,0,1,12000.0,0,0,0,-0.85
2016,60000.0,1,1,26000.0,0,0,0,-0.067
2003,143898.0,0,1,4000.0,0,0,0,-0.236
2020,19000.0,1,1,38000.0,0,0,0,0.845
2011,70000.0,0,1,11500.0,0,0,0,0.471
2011,93000.0,1,1,18000.0,0,0,0,1.181
1998,145000.0,0,1,4100.0,0,0,0,-1.069
2015,75000.0,0,1,50000.0,0,0,0,-0.131
2012,162000.0,1,1,5800.0,0,0,0,-0.845
2015,37500.0,1,1,27000.0,0,0,0,-0.131
2008,131800.0,1,1,7200.0,0,0,0,-0.131
2020,68000.0,0,1,35850.0,0,0,0,0.85
2013,78110.0,1,1,11900.0,0,0,0,0.626
2023,6400.0,0,1,48000.0,0,0,0,-0.738
2004,92500.0,1,1,7900.0,0,0,0,-0.124
2013,79800.0,0,1,29990.0,0,0,0,0.714
2023,1100.0,0,1,97500.0,0,0,0,0.781
2019,41500.0,0,1,34700.0,0,0,0,0.06
2017,6397.0,0,1,54000.0,0,0,0,-0.95
2019,53350.0,0,1,54999.0,0,0,0,0.569
2001,121630.0,0,1,7850.0,0,0,0,-0.236
2018,44460.0,0,1,30000.0,0,0,0,-0.121
2021,34672.0,1,1,27000.0,0,0,0,0.879
2010,95000.0,0,1,10000.0,0,0,0,-0.138
2005,118528.0,1,1,50500.0,0,0,0,1.895
2007,79500.0,0,1,14500.0,0,0,0,-0.124
2018,30951.0,0,1,42800.0,0,0,0,0.164
2019,43500.0,0,1,32000.0,0,0,0,-0.75
2013,11563.0,0,1,15900.0,0,0,0,-0.06
2023,16156.0,0,1,93500.0,1,0,1,1.137
2016,102370.0,1,1,15000.0,0,0,0,-0.014
2009,148000.0,0,1,4500.0,0,0,0,-0.229
2017,9500.0,1,1,30000.0,0,0,0,1.09
2019,41000.0,1,1,67800.0,0,0,0,1.055
2001,90000.0,0,1,16370.0,0,0,0,0.088
2016,98600.0,0,1,28000.0,0,0,0,-0.869
2021,51400.0,0,1,16770.0,1,0,0,-0.091
2018,60000.0,0,1,19990.0,0,0,0,-0.593
2011,186268.0,1,1,8500.0,0,0,0,-0.119
2018,107714.0,1,1,47999.0,0,0,0,0.874
2021,44000.0,0,1,61000.0,0,0,0,0.131
2018,25400.0,0,1,32500.0,0,0,0,0.845
2015,50000.0,0,1,23000.0,0,0,0,-0.745
2021,20386.0,0,1,19980.0,0,0,0,-0.041
